Gender,Education,Income,Marital Status,LoyaltyStatus,Customer Lifetime Value,EnrollmentType,year,month,day,cancel_year,cancel_month,tenure,NumFlights,NumFlightsWithCompanions,DistanceKM,PointsAccumulated,PointsRedeemed
female,Bachelor,52216.0,Married,Nova,2907.44,Standard,2021,6,12,2019.0,2.0,-2.0,36.0,4.0,43875.0,4385.0,0.0
female,Bachelor,51020.0,Divorced,Nova,2907.9,2021 Promotion,2021,3,8,2020.0,2.0,-1.0,20.9,3.8,45909.7,4589.67,0.0
male,Bachelor,74212.0,Married,Nova,2908.02,Standard,2021,12,22,,,,0.0,0.0,0.0,0.0,0.0
male,Bachelor,35895.0,Married,Nova,2908.88,Standard,2019,4,30,2021.0,4.0,2.0,134.5,42.8,287185.3,28714.53,44462.3
female,Bachelor,88944.0,Single,Nova,2909.55,Standard,2018,10,31,,,,202.3,39.3,302011.0,30195.1,3803.0
female,Bachelor,88944.0,Single,Nova,2909.55,Standard,2019,7,16,,,,171.3,36.2,479668.5,47957.95,18426.3
female,High School or Below,12048.0,Married,Nova,2910.32,Standard,2021,1,9,,,,78.0,24.0,195099.0,19505.0,10106.0
female,High School or Below,12048.0,Married,Nova,2910.32,Standard,2017,7,2,,,,311.1,82.7,525645.5,52558.35,8398.0
male,College,0.0,Single,Nova,2912.24,Standard,2020,1,7,,,,129.9,35.1,206390.9,20633.989999999998,8175.0
male,College,0.0,Single,Nova,2912.24,Standard,2021,6,28,,,,19.0,8.0,80285.0,8027.0,0.0
female,Bachelor,93403.0,Divorced,Nova,2912.25,Standard,2019,9,29,,,,172.5,18.0,543432.7,54334.47,10849.0
female,Bachelor,65436.0,Married,Nova,2912.6,Standard,2019,8,7,,,,196.0,55.8,345545.3,34548.63,24342.2
male,Bachelor,65436.0,Married,Nova,2912.6,Standard,2018,5,7,,,,213.4,57.7,309566.0,30948.5,7619.7
female,Bachelor,81097.0,Divorced,Nova,2912.89,Standard,2019,7,31,,,,116.9,45.6,250461.0,25040.4,21423.7
female,Bachelor,81097.0,Divorced,Nova,2912.89,Standard,2018,7,2,2019.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0
male,Bachelor,68899.0,Single,Nova,2912.91,Standard,2017,8,31,,,,215.1,22.1,487947.0,48788.3,8828.6
female,Doctor,20075.0,Divorced,Nova,2913.32,Standard,2017,8,23,,,,220.6,23.9,493301.0,49320.4,12876.3
female,Doctor,20075.0,Divorced,Nova,2913.32,Standard,2018,10,7,,,,139.6,38.2,358683.0,35861.9,10855.0
female,Bachelor,76638.0,Single,Nova,2913.48,Standard,2017,7,12,,,,216.9,65.6,356151.9,35607.59,3769.0
female,Bachelor,76638.0,Single,Nova,2913.48,Standard,2021,7,29,,,,42.0,6.0,19682.0,1967.0,5080.0
female,Bachelor,89672.0,Married,Nova,2913.49,Standard,2020,4,13,,,,79.9,24.8,319768.5,31970.45,7271.0
female,Doctor,28523.0,Married,Nova,2914.09,Standard,2021,5,4,,,,39.0,16.0,83189.0,8317.0,0.0
male,Bachelor,37803.0,Divorced,Nova,2914.96,Standard,2017,10,13,,,,145.20000000000002,15.7,381723.4,38165.34,10436.0
male,Bachelor,83218.0,Married,Nova,2915.65,Standard,2020,12,8,,,,55.0,20.0,157832.0,15779.0,8814.0
female,Bachelor,85817.0,Married,Nova,2916.38,Standard,2016,8,6,,,,217.8,51.8,375346.3,37527.23,29356.3
male,Bachelor,85210.0,Divorced,Nova,2916.42,Standard,2021,11,8,,,,0.0,0.0,0.0,0.0,0.0
female,Bachelor,51622.0,Divorced,Nova,2917.54,Standard,2019,6,12,,,,206.3,49.6,443739.6,44364.36,16943.8
female,Bachelor,51622.0,Divorced,Nova,2917.54,Standard,2015,11,13,,,,162.2,23.3,435584.9,43552.29,4543.0
male,Bachelor,80714.0,Married,Nova,2918.58,Standard,2017,3,26,,,,181.1,20.900000000000002,414164.2,41408.92,0.0
male,Bachelor,80714.0,Married,Nova,2918.58,Standard,2019,12,24,,,,290.2,49.2,503952.0,50384.9,36871.9
male,Bachelor,41456.0,Married,Nova,2919.71,2021 Promotion,2021,2,16,,,,236.3,66.5,435974.8,43587.18,13880.9
male,Bachelor,62018.0,Married,Nova,2921.49,Standard,2015,11,30,,,,83.6,5.7,237289.1,23727.01,0.0
male,College,0.0,Single,Nova,2921.68,Standard,2018,7,10,2019.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0
male,College,0.0,Single,Nova,2921.68,Standard,2016,5,3,,,,173.6,49.0,425070.1,42500.51,11385.7
male,Bachelor,63499.0,Married,Nova,2921.93,Standard,2020,5,15,,,,171.6,41.8,394359.8,39428.58,5070.0
female,Bachelor,63499.0,Married,Nova,2921.93,Standard,2020,6,30,,,,113.0,27.9,272883.2,27282.12,11573.0
male,Bachelor,64459.0,Married,Nova,2924.98,Standard,2017,6,18,,,,293.9,43.8,405542.6,40546.36,9065.0
female,Bachelor,30752.0,Married,Nova,2925.73,Standard,2018,7,14,,,,158.2,34.8,358326.7,35827.07,0.0
female,Bachelor,30752.0,Married,Nova,2925.73,Standard,2019,12,2,,,,160.8,55.3,356014.1,35593.31,12505.0
male,Bachelor,23656.0,Single,Nova,2926.52,Standard,2015,10,24,,,,333.0,97.6,407714.1,40762.51,4476.4
male,Bachelor,26242.0,Married,Nova,2926.83,2021 Promotion,2021,4,10,,,,45.0,1.0,157089.0,15706.0,0.0
female,Bachelor,26242.0,Married,Nova,2926.83,Standard,2017,2,2,2017.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0
female,Bachelor,92381.0,Married,Nova,2926.89,Standard,2015,10,30,,,,178.9,53.4,397214.1,39712.71,4673.0
male,Bachelor,92381.0,Married,Nova,2926.89,Standard,2018,10,4,,,,256.8,67.9,611661.2,61155.82,0.0
female,Bachelor,75685.0,Married,Nova,2927.07,Standard,2019,7,18,,,,188.4,41.5,385295.8,38521.479999999996,6414.0
male,Bachelor,76850.0,Married,Nova,2927.22,Standard,2016,12,28,,,,262.4,72.7,458763.0,45867.2,22347.0
male,Bachelor,51991.0,Married,Nova,2927.73,Standard,2020,12,29,2021.0,10.0,1.0,44.0,2.0,126794.0,12676.0,0.0
male,Bachelor,63127.0,Married,Nova,2928.12,Standard,2016,2,8,,,,210.6,53.0,421407.7,42132.87,0.0
male,Bachelor,63127.0,Married,Nova,2928.12,2021 Promotion,2021,3,16,,,,39.0,26.0,67605.0,6758.0,0.0
male,Bachelor,98473.0,Married,Nova,2929.92,Standard,2017,1,30,,,,155.2,51.5,369582.7,36949.77,2787.0
male,Bachelor,33663.0,Married,Nova,2930.69,Standard,2015,8,23,,,,118.7,15.2,167462.4,16741.64,0.0
female,Bachelor,45768.0,Married,Nova,2931.16,Standard,2021,5,29,2021.0,11.0,0.0,14.0,1.0,42200.0,4219.0,3831.0
female,Bachelor,45768.0,Married,Nova,2931.16,Standard,2017,9,3,,,,225.4,39.2,451795.6,45170.96,0.0
female,College,0.0,Married,Nova,2933.5,Standard,2021,1,12,,,,60.0,17.0,139551.0,13952.0,6753.0
male,College,0.0,Married,Nova,2933.96,Standard,2020,10,3,,,,66.0,9.0,131442.0,13140.0,0.0
female,College,0.0,Single,Nova,2935.84,Standard,2019,1,1,,,,230.9,85.6,356052.3,35598.23,15956.2
male,Bachelor,73847.0,Married,Nova,2935.99,Standard,2015,11,14,,,,0.0,0.0,0.0,0.0,0.0
female,Bachelor,73847.0,Married,Nova,2935.99,Standard,2019,12,23,,,,169.6,64.7,276082.5,27600.45,6294.7
female,Bachelor,44369.0,Divorced,Nova,2936.99,Standard,2016,8,21,,,,232.3,69.3,413518.7,41341.67,13383.6
male,Bachelor,44369.0,Divorced,Nova,2936.99,Standard,2016,9,23,,,,171.1,37.7,358168.1,35809.51,11999.2
male,College,0.0,Divorced,Nova,2937.17,Standard,2021,9,7,,,,15.0,7.0,31949.0,3194.0,0.0
male,College,0.0,Divorced,Nova,2937.17,Standard,2020,5,6,,,,78.0,31.0,111889.0,11185.0,4561.0
male,Bachelor,83195.0,Single,Nova,2937.42,Standard,2018,8,19,,,,240.8,78.3,491736.1,49166.91,9847.4
male,College,0.0,Single,Nova,2938.08,Standard,2016,10,16,,,,186.7,21.3,311500.4,31143.239999999998,0.0
female,Bachelor,40987.0,Divorced,Nova,2938.08,Standard,2019,2,7,,,,198.2,94.2,429273.8,42919.88,15623.7
male,Bachelor,40987.0,Divorced,Nova,2938.08,Standard,2017,12,23,,,,174.7,20.4,291229.6,29114.760000000002,0.0
male,College,0.0,Single,Nova,2938.08,Standard,2017,12,25,,,,254.6,50.3,403794.1,40369.91,15670.0
male,College,0.0,Married,Nova,2938.73,Standard,2021,1,15,,,,72.0,33.0,161730.0,16168.0,6382.0
male,College,0.0,Married,Nova,2938.73,Standard,2016,11,16,,,,241.3,36.9,436795.9,43671.29,16959.4
female,Bachelor,96765.0,Married,Nova,2938.81,Standard,2017,10,8,,,,168.7,27.7,250018.4,24999.54,11077.0
female,Bachelor,96765.0,Married,Nova,2938.81,Standard,2016,11,11,,,,162.7,32.7,290103.0,29003.4,0.0
male,Bachelor,97735.0,Divorced,Nova,2939.94,2021 Promotion,2021,2,1,,,,179.5,26.3,370464.9,37039.29,2924.0
male,Bachelor,64431.0,Divorced,Nova,2941.83,Standard,2018,4,18,,,,215.3,47.5,379186.5,37909.55,7050.9
female,College,0.0,Single,Nova,2943.05,Standard,2015,6,11,,,,215.0,53.5,507549.0,50746.4,10944.0
female,College,0.0,Single,Nova,2943.05,Standard,2019,10,5,,,,196.6,63.1,308970.4,30889.14,5876.7
female,Bachelor,73601.0,Married,Nova,2944.18,Standard,2020,1,4,,,,239.2,91.3,472761.1,47268.61,14397.6
male,Bachelor,78596.0,Divorced,Nova,2949.28,Standard,2020,5,18,,,,205.7,38.1,320528.3,32045.33,3772.0
male,Bachelor,69600.0,Married,Nova,2951.29,Standard,2017,5,9,,,,257.2,49.4,526000.3,52591.73,4781.0
male,Bachelor,52198.0,Married,Nova,2952.36,Standard,2020,12,27,,,,66.0,14.0,141349.0,14131.0,3397.0
male,Bachelor,52198.0,Married,Nova,2952.36,Standard,2016,7,30,,,,159.7,32.4,389287.4,38921.04,3277.0
female,Bachelor,57248.0,Married,Nova,2952.58,Standard,2016,6,22,,,,189.2,52.2,451956.2,45189.02,2961.0
male,Bachelor,76474.0,Married,Nova,2953.62,Standard,2019,3,11,,,,218.7,54.9,331049.2,33096.82,15903.8
female,Bachelor,76474.0,Married,Nova,2953.62,Standard,2017,6,1,,,,187.9,45.0,411949.8,41185.38,20434.5
male,College,0.0,Married,Nova,2953.8,Standard,2021,10,3,,,,26.0,8.0,16010.0,1600.0,0.0
male,Bachelor,62461.0,Married,Nova,2954.39,Standard,2015,9,18,,,,160.7,38.5,410627.3,41055.33,2532.0
male,Bachelor,56502.0,Single,Nova,2955.5,Standard,2018,9,12,,,,226.7,59.6,447118.6,44706.36,9671.0
male,Bachelor,56502.0,Single,Nova,2955.5,Standard,2017,2,8,,,,211.9,40.3,428574.4,42849.34,29211.9
male,Bachelor,40901.0,Married,Nova,2956.36,Standard,2015,6,2,,,,215.2,61.4,402428.2,40235.32,26395.7
female,Bachelor,83318.0,Divorced,Nova,2957.76,Standard,2020,3,15,2021.0,12.0,1.0,149.5,20.6,251389.3,25133.23,11938.0
female,Bachelor,83318.0,Divorced,Nova,2957.76,Standard,2019,5,23,,,,129.0,16.8,297319.9,29726.99,0.0
male,Bachelor,69746.0,Divorced,Nova,2959.82,Standard,2019,1,20,2019.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0
female,Bachelor,69746.0,Divorced,Nova,2959.82,Standard,2016,5,31,,,,230.4,36.3,433136.3,43303.83,7959.0
male,Master,28140.0,Single,Nova,2959.95,Standard,2020,3,16,,,,163.5,37.2,314392.5,31434.05,17492.1
male,College,0.0,Single,Nova,2960.03,Standard,2018,6,9,,,,270.2,41.5,412772.7,41269.57,0.0
female,Bachelor,92070.0,Married,Nova,2960.57,Standard,2019,3,25,,,,211.3,37.4,315807.5,31575.15,0.0
female,High School or Below,22608.0,Married,Nova,2961.31,Standard,2018,2,12,2021.0,2.0,3.0,116.5,24.0,243559.8,24351.58,6102.8
female,High School or Below,16495.0,Married,Nova,2962.72,Standard,2016,1,30,2016.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0
female,Bachelor,71809.0,Divorced,Nova,2962.98,Standard,2021,8,5,,,,18.0,2.0,40223.0,4021.0,0.0
male,Bachelor,26472.0,Married,Nova,2965.72,2021 Promotion,2021,3,13,,,,76.0,8.0,63449.0,6342.0,0.0
male,Bachelor,26472.0,Married,Nova,2965.72,Standard,2016,6,21,,,,174.3,59.6,291364.0,29129.8,11463.6
female,College,0.0,Married,Nova,2966.94,Standard,2021,7,15,,,,18.0,9.0,24266.0,2425.0,5025.0
male,Bachelor,91646.0,Married,Nova,2968.08,Standard,2017,6,8,,,,211.6,59.1,448774.9,44866.29,27006.2
female,Bachelor,91646.0,Married,Nova,2968.08,Standard,2015,12,1,,,,180.3,67.3,422649.2,42256.92,0.0
female,Bachelor,46131.0,Married,Nova,2969.59,Standard,2017,7,20,2020.0,4.0,3.0,55.1,24.700000000000003,133362.9,13334.189999999999,0.0
female,Bachelor,46131.0,Married,Nova,2969.59,Standard,2018,5,9,2019.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
male,Bachelor,83873.0,Single,Nova,2971.92,Standard,2016,2,7,,,,172.7,29.8,427149.7,42708.67,17160.8
male,Bachelor,83873.0,Single,Nova,2971.92,Standard,2020,5,15,2021.0,1.0,1.0,60.8,20.9,179764.7,17975.17,8988.9
male,College,0.0,Single,Nova,2972.46,Standard,2019,6,10,,,,215.5,56.3,468315.0,46822.8,28656.0
male,College,0.0,Single,Nova,2972.46,Standard,2020,6,1,2021.0,2.0,1.0,100.7,39.9,241640.1,24161.11,27886.3
male,Bachelor,23333.0,Married,Nova,2974.31,Standard,2015,11,20,,,,0.0,0.0,0.0,0.0,0.0
male,Bachelor,36548.0,Married,Nova,2975.26,Standard,2019,11,21,,,,165.5,38.1,260204.5,26013.45,0.0
female,Bachelor,64586.0,Single,Nova,2978.85,Standard,2020,12,7,,,,81.0,22.0,115347.0,11530.0,2636.0
male,Bachelor,64586.0,Single,Nova,2978.85,Standard,2016,5,26,2017.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
female,High School or Below,13535.0,Married,Nova,2980.01,Standard,2019,4,1,,,,151.4,24.2,358540.8,35844.08,11574.8
male,Bachelor,72669.0,Married,Nova,2980.46,Standard,2020,5,14,,,,175.0,41.0,381067.8,38099.58,6076.0
female,Bachelor,72669.0,Married,Nova,2980.46,Standard,2016,4,30,,,,184.9,54.2,585214.1,58513.61,22163.3
female,College,0.0,Married,Nova,2981.88,Standard,2018,11,7,,,,230.4,55.2,420956.1,42088.21,33321.9
female,Bachelor,79523.0,Married,Nova,2982.2,Standard,2015,12,21,,,,222.7,62.5,424378.9,42431.090000000004,0.0
female,College,0.0,Single,Nova,2983.11,Standard,2018,8,3,,,,198.7,46.2,399940.9,39986.090000000004,18815.1
male,College,0.0,Single,Nova,2987.95,Standard,2019,7,10,,,,207.9,34.4,421642.7,42154.37,11110.0
male,College,0.0,Married,Nova,2989.91,Standard,2021,6,20,,,,20.0,3.0,69601.0,6957.0,3110.0
female,Bachelor,73137.0,Married,Nova,2990.33,Standard,2021,7,11,,,,44.0,10.0,47318.0,4730.0,0.0
female,Bachelor,35605.0,Married,Nova,2991.42,Standard,2016,3,9,,,,143.5,34.6,284481.8,28443.88,3605.0
male,Bachelor,35605.0,Married,Nova,2991.42,Standard,2019,11,30,,,,198.5,35.1,593796.0,59371.3,5191.0
male,College,0.0,Single,Nova,2991.7,Standard,2015,11,4,,,,233.9,47.7,510631.8,51053.479999999996,17552.8
female,College,0.0,Married,Nova,2993.02,Standard,2020,10,20,2021.0,6.0,1.0,33.2,0.0,65715.1,6569.61,0.0
female,College,0.0,Married,Nova,2993.02,Standard,2018,10,30,,,,244.5,29.1,400048.6,39995.76,5856.0
female,Bachelor,23277.0,Married,Nova,2993.12,Standard,2018,11,8,,,,201.8,37.6,320761.6,32068.46,13647.8
female,Bachelor,55911.0,Married,Nova,2994.35,Standard,2016,10,3,,,,162.6,60.1,256382.1,25629.11,0.0
female,College,0.0,Single,Nova,2996.14,Standard,2019,6,23,,,,208.2,78.8,372208.6,37212.66,20662.0
male,College,0.0,Single,Nova,2996.14,Standard,2015,6,12,,,,256.7,62.7,397015.2,39693.92,2860.0
male,Bachelor,51199.0,Divorced,Nova,2996.89,Standard,2016,5,15,,,,211.5,49.0,533015.4,53293.64,39477.9
female,Bachelor,28564.0,Married,Nova,2999.34,Standard,2017,3,15,,,,240.1,32.9,332937.5,33285.45,2521.0
male,Bachelor,77041.0,Married,Nova,3000.44,Standard,2019,6,15,,,,194.4,57.9,469980.7,46990.37,0.0
male,College,0.0,Divorced,Nova,3007.39,Standard,2015,6,3,,,,172.7,44.1,340609.9,34053.09,10705.1
female,Bachelor,80681.0,Married,Nova,3008.1,Standard,2017,7,11,,,,233.8,46.9,429317.6,42924.96,4789.9
male,Bachelor,80681.0,Married,Nova,3008.1,Standard,2017,11,26,,,,200.6,42.8,448099.0,44802.0,14263.4
male,College,0.0,Single,Nova,3008.97,Standard,2019,7,5,,,,170.1,30.7,410754.3,41067.53,0.0
male,College,0.0,Single,Nova,3011.27,Standard,2020,11,21,2021.0,5.0,1.0,19.3,0.0,16801.3,1679.43,0.0
male,Bachelor,39010.0,Married,Nova,3011.34,Standard,2021,6,1,,,,186.0,58.2,419854.5,41975.95,10154.0
female,Bachelor,77912.0,Divorced,Nova,3011.77,Standard,2015,6,16,,,,227.7,62.8,379139.1,37905.61,13382.5
male,Bachelor,77912.0,Divorced,Nova,3011.77,Standard,2016,7,21,,,,222.5,74.2,454833.2,45474.92,3165.0
female,Bachelor,42987.0,Divorced,Nova,3012.04,2021 Promotion,2021,4,6,2021.0,12.0,0.0,49.0,16.0,96446.0,9642.0,0.0
male,Bachelor,42987.0,Divorced,Nova,3012.04,Standard,2016,2,4,,,,191.8,40.2,332863.4,33279.94,3599.0
male,Doctor,21353.0,Divorced,Nova,3013.44,Standard,2016,10,20,,,,183.9,61.4,428410.2,42832.520000000004,24502.9
male,High School or Below,25630.0,Single,Nova,3016.44,Standard,2015,10,25,,,,0.0,0.0,0.0,0.0,0.0
female,High School or Below,25630.0,Single,Nova,3016.44,Standard,2015,6,19,,,,237.0,82.5,500995.9,50090.69,0.0
male,Bachelor,78561.0,Married,Nova,3020.42,Standard,2018,10,9,,,,167.4,35.3,410309.2,41022.02,21028.6
female,Doctor,28383.0,Single,Nova,3023.89,Standard,2021,1,13,,,,71.0,19.0,144308.0,14429.0,0.0
male,College,0.0,Single,Nova,3028.78,Standard,2020,6,28,,,,89.7,26.3,211172.7,21113.57,5178.0
female,Bachelor,27435.0,Single,Nova,3031.59,Standard,2016,11,7,,,,146.8,6.0,260839.0,26077.5,3514.0
female,Bachelor,73782.0,Married,Nova,3032.82,Standard,2021,5,8,,,,51.0,13.0,106537.0,10652.0,3549.0
male,Doctor,27369.0,Married,Nova,3033.41,Standard,2017,9,30,,,,221.5,47.8,459383.4,45928.84,15478.6
male,Doctor,27369.0,Married,Nova,3033.41,Standard,2020,7,24,,,,96.5,28.2,195688.6,19563.56,12329.1
male,Bachelor,68205.0,Married,Nova,3034.65,Standard,2018,11,14,,,,197.4,40.0,425257.7,42518.67,6237.0
male,Bachelor,68205.0,Married,Nova,3034.65,Standard,2019,10,11,,,,192.1,24.2,395566.5,39548.05,4002.0
male,High School or Below,17308.0,Married,Nova,3034.77,Standard,2021,12,13,,,,0.0,0.0,0.0,0.0,0.0
female,High School or Below,17308.0,Married,Nova,3034.77,Standard,2017,5,17,,,,225.1,50.8,480599.3,48053.13,10026.3
female,Bachelor,79253.0,Married,Nova,3034.8,Standard,2020,11,30,,,,80.0,32.0,107497.0,10745.0,2922.0
male,Bachelor,79253.0,Married,Nova,3034.8,Standard,2017,9,17,,,,177.2,48.1,287650.0,28758.9,11371.0
male,Bachelor,31532.0,Single,Nova,3038.11,Standard,2018,2,19,2018.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0
female,Bachelor,31532.0,Single,Nova,3038.11,Standard,2021,9,30,,,,1.0,0.0,21634.0,2163.0,0.0
female,Bachelor,75180.0,Single,Nova,3038.83,2021 Promotion,2021,4,17,,,,151.8,32.9,249276.7,24919.67,4816.0
female,College,0.0,Single,Nova,3040.25,Standard,2018,2,18,,,,227.5,50.9,346509.5,34643.55,0.0
male,College,0.0,Single,Nova,3040.25,Standard,2018,2,1,,,,180.4,50.1,308148.6,30808.16,7081.0
female,Doctor,13789.0,Divorced,Nova,3041.79,Standard,2021,8,29,,,,14.0,0.0,46314.0,4630.0,0.0
female,Bachelor,24475.0,Single,Nova,3044.0,Standard,2016,9,7,,,,125.8,51.8,412023.6,41195.16,17125.7
male,Bachelor,24475.0,Single,Nova,3044.0,Standard,2021,11,19,,,,17.0,3.0,16519.0,1651.0,0.0
male,Master,17489.0,Divorced,Nova,3044.79,Standard,2015,12,3,,,,197.2,26.6,435204.2,43512.92,0.0
female,College,0.0,Single,Nova,3049.84,Standard,2020,1,9,,,,224.1,61.3,446159.0,44607.3,13016.6
male,College,0.0,Single,Nova,3049.84,Standard,2017,8,17,,,,210.2,81.8,387012.6,38693.76,41956.3
male,College,0.0,Divorced,Nova,3052.63,2021 Promotion,2021,4,22,2021.0,12.0,0.0,37.0,18.0,105412.0,10539.0,0.0
male,College,0.0,Divorced,Nova,3052.63,Standard,2019,2,2,,,,160.2,29.0,212554.8,21250.48,5097.7
female,College,0.0,Single,Nova,3054.54,Standard,2019,4,21,,,,211.1,57.5,445625.6,44553.66,16106.3
male,College,0.0,Single,Nova,3054.54,Standard,2017,2,22,,,,245.3,59.6,480671.1,48056.909999999996,3007.0
female,Bachelor,42406.0,Married,Nova,3055.7,Standard,2017,2,15,2021.0,7.0,4.0,182.7,51.7,440899.5,44082.05,20219.8
female,Bachelor,78310.0,Married,Nova,3056.99,Standard,2016,7,7,,,,201.2,35.0,333919.6,33384.06,0.0
female,Bachelor,78310.0,Married,Nova,3056.99,Standard,2018,11,9,2019.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0
male,College,0.0,Married,Nova,3059.06,Standard,2017,12,22,,,,157.0,66.6,349363.0,34928.8,15048.0
female,College,0.0,Married,Nova,3059.06,Standard,2019,3,14,,,,204.8,56.6,397366.0,39730.1,6431.5
male,College,0.0,Single,Nova,3059.18,Standard,2016,6,9,2017.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0
female,College,0.0,Single,Nova,3059.18,Standard,2021,6,30,,,,15.0,2.0,16132.0,1612.0,6365.0
male,Bachelor,65083.0,Married,Nova,3059.28,Standard,2015,12,12,,,,187.8,52.8,396814.3,39670.73,9501.9
male,College,0.0,Single,Nova,3059.43,Standard,2020,3,11,,,,124.1,17.6,189292.5,18924.15,0.0
male,Bachelor,38644.0,Married,Nova,3059.55,2021 Promotion,2019,10,3,,,,125.0,29.2,346570.0,34650.7,13130.1
female,Bachelor,38644.0,Married,Nova,3059.55,2021 Promotion,2021,3,1,,,,68.0,10.0,129642.0,12962.0,6026.0
male,Bachelor,56869.0,Single,Nova,3061.05,Standard,2017,6,17,,,,199.6,28.900000000000002,353824.6,35377.06,25615.8
female,Bachelor,56869.0,Single,Nova,3061.05,Standard,2015,7,27,,,,167.3,52.6,387131.8,38706.38,16969.1
female,Bachelor,88362.0,Single,Nova,3061.8,Standard,2019,11,25,,,,161.9,33.8,328431.6,32836.86,6220.0
male,College,0.0,Single,Nova,3063.11,Standard,2017,5,18,,,,216.8,60.0,370657.8,37058.08,9504.0
male,College,0.0,Single,Nova,3063.11,Standard,2020,9,24,,,,84.3,21.2,185299.8,18523.68,13740.3
male,Bachelor,22985.0,Married,Nova,3065.37,Standard,2021,12,4,,,,0.0,0.0,0.0,0.0,0.0
male,Bachelor,47528.0,Married,Nova,3071.78,Standard,2021,9,11,,,,0.0,0.0,0.0,0.0,0.0
male,Bachelor,65017.0,Married,Nova,3075.59,Standard,2020,1,3,,,,184.5,66.5,353178.4,35309.74,20946.4
male,Bachelor,65017.0,Married,Nova,3075.59,Standard,2017,5,26,,,,191.4,55.5,346528.2,34643.72,19177.9
male,Bachelor,73938.0,Married,Nova,3086.01,2021 Promotion,2021,3,27,,,,249.6,25.4,479844.7,47976.67,4504.0
male,Bachelor,92147.0,Married,Nova,3086.72,Standard,2020,9,9,,,,104.7,38.2,163269.6,16324.060000000001,0.0
female,Bachelor,92147.0,Married,Nova,3086.72,Standard,2020,9,30,,,,78.1,21.1,139018.1,13897.51,4220.0
female,High School or Below,19464.0,Single,Nova,3086.87,2021 Promotion,2021,3,28,,,,61.0,14.0,59379.0,5935.0,0.0
female,High School or Below,19464.0,Single,Nova,3086.87,Standard,2017,12,5,,,,155.1,49.8,261436.1,26136.71,20141.9
female,Bachelor,41273.0,Married,Nova,3087.25,Standard,2020,3,11,,,,128.4,40.2,273891.0,27385.5,2508.0
male,Bachelor,41273.0,Married,Nova,3087.25,Standard,2016,2,4,,,,146.6,33.3,390354.5,39025.85,6245.0
female,Doctor,18558.0,Married,Nova,3088.0,Standard,2017,5,18,,,,192.9,42.7,405216.6,40515.16,2828.0
female,College,0.0,Single,Nova,3090.03,Standard,2018,10,9,,,,156.5,44.6,485206.5,48513.35,11507.0
female,Bachelor,23970.0,Married,Nova,3090.13,Standard,2017,8,20,2020.0,1.0,3.0,1.9,0.0,34507.8,3450.58,0.0
female,Bachelor,31168.0,Married,Nova,3092.63,Standard,2016,7,20,,,,260.1,62.9,529404.0,52929.2,8456.9
female,Bachelor,20954.0,Married,Nova,3094.32,2021 Promotion,2021,4,2,,,,54.0,20.0,138368.0,13834.0,0.0
male,Bachelor,20954.0,Married,Nova,3094.32,Standard,2021,11,8,,,,0.0,0.0,0.0,0.0,0.0
male,Bachelor,88246.0,Married,Nova,3095.18,Standard,2016,10,9,,,,220.2,44.5,357886.1,35781.21,15703.4
male,Bachelor,88246.0,Married,Nova,3095.18,Standard,2015,11,3,,,,181.3,43.5,364602.1,36452.81,0.0
female,Bachelor,53588.0,Married,Nova,3095.63,Standard,2017,1,25,,,,226.7,65.9,540484.4,54042.44,16076.4
female,Bachelor,53588.0,Married,Nova,3095.63,Standard,2019,7,21,,,,248.9,45.4,324722.0,32463.5,7053.0
female,College,0.0,Single,Nova,3095.71,Standard,2015,7,20,,,,152.6,56.7,272095.1,27202.21,23885.3
male,Bachelor,33415.0,Divorced,Nova,3095.8,Standard,2016,1,1,,,,146.5,49.0,310068.3,30998.73,6561.0
male,Bachelor,21604.0,Divorced,Nova,3096.51,2021 Promotion,2021,4,7,,,,28.0,4.0,49429.0,4942.0,3411.0
female,Bachelor,21604.0,Divorced,Nova,3096.51,Standard,2021,5,8,,,,55.0,0.0,108401.0,10838.0,0.0
male,Bachelor,21604.0,Divorced,Nova,3096.51,Standard,2017,4,6,,,,112.8,25.0,222146.2,22208.52,6180.7
female,Bachelor,21604.0,Divorced,Nova,3096.51,Standard,2019,9,26,,,,173.8,46.8,505504.0,50542.2,16495.8
male,Bachelor,21604.0,Divorced,Nova,3096.51,Standard,2021,7,25,,,,27.0,14.0,72970.0,7295.0,0.0
female,Bachelor,21604.0,Divorced,Nova,3096.51,2021 Promotion,2021,3,12,2021.0,11.0,0.0,39.0,8.0,89783.0,8976.0,0.0
female,College,0.0,Single,Nova,3097.92,Standard,2019,6,6,,,,238.7,44.9,499359.9,49927.39,12800.6
male,College,0.0,Single,Nova,3099.54,2021 Promotion,2021,3,13,,,,101.0,22.0,131731.0,13170.0,4436.0
